stop_id1,stop_id2,walking_time
8503000:0,8503000:0:32CD,0
8503000:0,8503000:0:33,0
8503000:0,8503000:0:33AB,0
8503000:0,8503000:0:34,0
8503000:0,8503000:0:34AB,0
8503000:0,8503000:0:4,0
8503000:0,8503000:0:41/42,0
8503000:0,8503000:0:43/44,0
8503000:0,8503000:0:5,0
8503000:0,8503000:0:6,0
8503000:0,8503000:0:7,0
8503000:0,8503000:0:8,0
8503000:0,8503000:0:9,0
8503000:0,8503000P,0
8503000:0,8503088:0,155
8503000:0,8503088:0:21,155
8503000:0,8503088:0:22,155
8503000:0,8503088P,155
8503000:0,8503446,198
8503000:0,8503499,532
8503000:0,8530822,568
8503000:0,8587348,144
8503000:0,8587349,211
8503000:0,8588078,512
8503000:0,8591067,203
8503000:0,8591071,534
8503000:0,8591174,590
8503000:0,8591262,426
8503000:0,8591316,518
8503000:0,8591327,527
8503000:0,8591368,380
8503000:0,8591379,392
8503000:0,8596126,468
8503000:0,Parent8503000,0
8503000:0,Parent8503088,134
8503000:0:10,8503000,0
8503000:0:10,8503000:0,0
8503000:0:10,8503000:0:11,0
8503000:0:10,8503000:0:12,0
8503000:0:10,8503000:0:13,0
8503000:0:10,8503000:0:14,0
8503000:0:10,8503000:0:15,0
8503000:0:10,8503000:0:16,0
8503000:0:10,8503000:0:17,0
8503000:0:10,8503000:0:18,0
8503000:0:10,8503000:0:3,0
8503000:0:10,8503000:0:31,0
8503000:0:10,8503000:0:32,0
8503000:0:10,8503000:0:32AB,0
8503000:0:10,8503000:0:32CD,0
8503000:0:10,8503000:0:33,0
8503000:0:10,8503000:0:33AB,0
8503000:0:10,8503000:0:34,0
8503000:0:10,8503000:0:34AB,0
8503000:0:10,8503000:0:4,0
8503000:0:10,8503000:0:41/42,0
8503000:0:10,8503000:0:43/44,0
8503000:0:10,8503000:0:5,0
8503000:0:10,8503000:0:6,0
8503000:0:10,8503000:0:7,0
8503000:0:10,8503000:0:8,0
8503000:0:10,8503000:0:9,0
8503000:0:10,8503000P,0
8503000:0:10,8503088:0,155
8503000:0:10,8503088:0:21,155
8503000:0:10,8503088:0:22,155
8503000:0:10,8503088P,155
8503000:0:10,8503446,198
8503000:0:10,8503499,532
8503000:0:10,8530822,568
8503000:0:10,8587348,144
8503000:0:10,8587349,211
8503000:0:10,8588078,512
8503000:0:10,8591067,203
8503000:0:10,8591071,534
8503000:0:10,8591174,590
8503000:0:10,8591262,426
8503000:0:10,8591316,518
8503000:0:10,8591327,527
8503000:0:10,8591368,380
8503000:0:10,8591379,392
8503000:0:10,8596126,468
8503000:0:10,Parent8503000,0
8503000:0:10,Parent8503088,134
8503000:0:11,8503000,0
8503000:0:11,8503000:0,0
8503000:0:11,8503000:0:10,0
8503000:0:11,8503000:0:12,0
8503000:0:11,8503000:0:13,0
8503000:0:11,8503000:0:14,0
8503000:0:11,8503000:0:15,0
8503000:0:11,8503000:0:16,0
8503000:0:11,8503000:0:17,0
8503000:0:11,8503000:0:18,0
8503000:0:11,8503000:0:3,0
8503000:0:11,8503000:0:31,0
8503000:0:11,8503000:0:32,0
8503000:0:11,8503000:0:32AB,0
8503000:0:11,8503000:0:32CD,0
8503000:0:11,8503000:0:33,0
8503000:0:11,8503000:0:33AB,0
8503000:0:11,8503000:0:34,0
8503000:0:11,8503000:0:34AB,0
8503000:0:11,8503000:0:4,0
8503000:0:11,8503000:0:41/42,0
8503000:0:11,8503000:0:43/44,0
8503000:0:11,8503000:0:5,0
8503000:0:11,8503000:0:6,0
8503000:0:11,8503000:0:7,0
8503000:0:11,8503000:0:8,0
8503000:0:11,8503000:0:9,0
8503000:0:11,8503000P,0
8503000:0:11,8503088:0,155
8503000:0:11,8503088:0:21,155
8503000:0:11,8503088:0:22,155
8503000:0:11,8503088P,155
8503000:0:11,8503446,198
8503000:0:11,8503499,532
8503000:0:11,8530822,568
8503000:0:11,8587348,144
8503000:0:11,8587349,211
8503000:0:11,8588078,512
8503000:0:11,8591067,203
8503000:0:11,8591071,534
8503000:0:11,8591174,590
8503000:0:11,8591262,426
8503000:0:11,8591316,518
8503000:0:11,8591327,527
8503000:0:11,8591368,380
8503000:0:11,8591379,392
8503000:0:11,8596126,468
8503000:0:11,Parent8503000,0
8503000:0:11,Parent8503088,134
8503000:0:12,8503000,0
8503000:0:12,8503000:0,0
8503000:0:12,8503000:0:10,0
8503000:0:12,8503000:0:11,0
8503000:0:12,8503000:0:13,0
8503000:0:12,8503000:0:14,0
8503000:0:12,8503000:0:15,0
8503000:0:12,8503000:0:16,0
8503000:0:12,8503000:0:17,0
8503000:0:12,8503000:0:18,0
8503000:0:12,8503000:0:3,0
8503000:0:12,8503000:0:31,0
8503000:0:12,8503000:0:32,0
8503000:0:12,8503000:0:32AB,0
8503000:0:12,8503000:0:32CD,0
8503000:0:12,8503000:0:33,0
8503000:0:12,8503000:0:33AB,0
8503000:0:12,8503000:0:34,0
8503000:0:12,8503000:0:34AB,0
8503000:0:12,8503000:0:4,0
8503000:0:12,8503000:0:41/42,0
8503000:0:12,8503000:0:43/44,0
8503000:0:12,8503000:0:5,0
8503000:0:12,8503000:0:6,0
8503000:0:12,8503000:0:7,0
8503000:0:12,8503000:0:8,0
8503000:0:12,8503000:0:9,0
8503000:0:12,8503000P,0
8503000:0:12,8503088:0,155
8503000:0:12,8503088:0:21,155
8503000:0:12,8503088:0:22,155
8503000:0:12,8503088P,155
8503000:0:12,8503446,198
8503000:0:12,8503499,532
8503000:0:12,8530822,568
8503000:0:12,8587348,144
8503000:0:12,8587349,211
8503000:0:12,8588078,512
8503000:0:12,8591067,203
8503000:0:12,8591071,534
8503000:0:12,8591174,590
8503000:0:12,8591262,426
8503000:0:12,8591316,518
8503000:0:12,8591327,527
8503000:0:12,8591368,380
8503000:0:12,8591379,392
8503000:0:12,8596126,468
8503000:0:12,Parent8503000,0
8503000:0:12,Parent8503088,134
8503000:0:13,8503000,0
8503000:0:13,8503000:0,0
8503000:0:13,8503000:0:10,0
8503000:0:13,8503000:0:11,0
8503000:0:13,8503000:0:12,0
8503000:0:13,8503000:0:14,0
8503000:0:13,8503000:0:15,0
8503000:0:13,8503000:0:16,0
8503000:0:13,8503000:0:17,0
8503000:0:13,8503000:0:18,0
8503000:0:13,8503000:0:3,0
8503000:0:13,8503000:0:31,0
8503000:0:13,8503000:0:32,0
8503000:0:13,8503000:0:32AB,0
8503000:0:13,8503000:0:32CD,0
8503000:0:13,8503000:0:33,0
8503000:0:13,8503000:0:33AB,0
8503000:0:13,8503000:0:34,0
8503000:0:13,8503000:0:34AB,0
8503000:0:13,8503000:0:4,0
8503000:0:13,8503000:0:41/42,0
8503000:0:13,8503000:0:43/44,0
8503000:0:13,8503000:0:5,0
8503000:0:13,8503000:0:6,0
8503000:0:13,8503000:0:7,0
8503000:0:13,8503000:0:8,0
8503000:0:13,8503000:0:9,0
8503000:0:13,8503000P,0
8503000:0:13,8503088:0,155
8503000:0:13,8503088:0:21,155
8503000:0:13,8503088:0:22,155
8503000:0:13,8503088P,155
8503000:0:13,8503446,198
8503000:0:13,8503499,532
8503000:0:13,8530822,568
8503000:0:13,8587348,144
8503000:0:13,8587349,211
8503000:0:13,8588078,512
8503000:0:13,8591067,203
8503000:0:13,8591071,534
8503000:0:13,8591174,590
8503000:0:13,8591262,426
8503000:0:13,8591316,518
8503000:0:13,8591327,527
8503000:0:13,8591368,380
8503000:0:13,8591379,392
8503000:0:13,8596126,468
8503000:0:13,Parent8503000,0
8503000:0:13,Parent8503088,134
8503000:0:14,8503000,0
8503000:0:14,8503000:0,0
8503000:0:14,8503000:0:10,0
8503000:0:14,8503000:0:11,0
8503000:0:14,8503000:0:12,0
8503000:0:14,8503000:0:13,0
8503000:0:14,8503000:0:15,0
8503000:0:14,8503000:0:16,0
8503000:0:14,8503000:0:17,0
8503000:0:14,8503000:0:18,0
8503000:0:14,8503000:0:3,0
8503000:0:14,8503000:0:31,0
8503000:0:14,8503000:0:32,0
8503000:0:14,8503000:0:32AB,0
8503000:0:14,8503000:0:32CD,0
8503000:0:14,8503000:0:33,0
8503000:0:14,8503000:0:33AB,0
8503000:0:14,8503000:0:34,0
8503000:0:14,8503000:0:34AB,0
8503000:0:14,8503000:0:4,0
8503000:0:14,8503000:0:41/42,0
8503000:0:14,8503000:0:43/44,0
8503000:0:14,8503000:0:5,0
8503000:0:14,8503000:0:6,0
8503000:0:14,8503000:0:7,0
8503000:0:14,8503000:0:8,0
8503000:0:14,8503000:0:9,0
8503000:0:14,8503000P,0
8503000:0:14,8503088:0,155
8503000:0:14,8503088:0:21,155
8503000:0:14,8503088:0:22,155
8503000:0:14,8503088P,155
8503000:0:14,8503446,198
8503000:0:14,8503499,532
8503000:0:14,8530822,568
8503000:0:14,8587348,144
8503000:0:14,8587349,211
8503000:0:14,8588078,512
8503000:0:14,8591067,203
8503000:0:14,8591071,534
8503000:0:14,8591174,590
8503000:0:14,8591262,426
8503000:0:14,8591316,518
8503000:0:14,8591327,527
8503000:0:14,8591368,380
8503000:0:14,8591379,392
8503000:0:14,8596126,468
8503000:0:14,Parent8503000,0
8503000:0:14,Parent8503088,134
8503000:0:15,8503000,0
8503000:0:15,8503000:0,0
8503000:0:15,8503000:0:10,0
8503000:0:15,8503000:0:11,0
8503000:0:15,8503000:0:12,0
8503000:0:15,8503000:0:13,0
8503000:0:15,8503000:0:14,0
8503000:0:15,8503000:0:16,0
8503000:0:15,8503000:0:17,0
8503000:0:15,8503000:0:18,0
8503000:0:15,8503000:0:3,0
8503000:0:15,8503000:0:31,0
8503000:0:15,8503000:0:32,0
8503000:0:15,8503000:0:32AB,0
8503000:0:15,8503000:0:32CD,0
8503000:0:15,8503000:0:33,0
8503000:0:15,8503000:0:33AB,0
8503000:0:15,8503000:0:34,0
8503000:0:15,8503000:0:34AB,0
8503000:0:15,8503000:0:4,0
8503000:0:15,8503000:0:41/42,0
8503000:0:15,8503000:0:43/44,0
8503000:0:15,8503000:0:5,0
8503000:0:15,8503000:0:6,0
8503000:0:15,8503000:0:7,0
8503000:0:15,8503000:0:8,0
8503000:0:15,8503000:0:9,0
8503000:0:15,8503000P,0
8503000:0:15,8503088:0,155
8503000:0:15,8503088:0:21,155
8503000:0:15,8503088:0:22,155
8503000:0:15,8503088P,155
8503000:0:15,8503446,198
8503000:0:15,8503499,532
8503000:0:15,8530822,568
8503000:0:15,8587348,144
8503000:0:15,8587349,211
8503000:0:15,8588078,512
8503000:0:15,8591067,203
8503000:0:15,8591071,534
8503000:0:15,8591174,590
8503000:0:15,8591262,426
8503000:0:15,8591316,518
8503000:0:15,8591327,527
8503000:0:15,8591368,380
8503000:0:15,8591379,392
8503000:0:15,8596126,468
8503000:0:15,Parent8503000,0
8503000:0:15,Parent8503088,134
8503000:0:16,8503000,0
8503000:0:16,8503000:0,0
8503000:0:16,8503000:0:10,0
8503000:0:16,8503000:0:11,0
8503000:0:16,8503000:0:12,0
8503000:0:16,8503000:0:13,0
8503000:0:16,8503000:0:14,0
8503000:0:16,8503000:0:15,0
8503000:0:16,8503000:0:17,0
8503000:0:16,8503000:0:18,0
8503000:0:16,8503000:0:3,0
8503000:0:16,8503000:0:31,0
8503000:0:16,8503000:0:32,0
8503000:0:16,8503000:0:32AB,0
8503000:0:16,8503000:0:32CD,0
8503000:0:16,8503000:0:33,0
8503000:0:16,8503000:0:33AB,0
8503000:0:16,8503000:0:34,0
8503000:0:16,8503000:0:34AB,0
8503000:0:16,8503000:0:4,0
8503000:0:16,8503000:0:41/42,0
8503000:0:16,8503000:0:43/44,0
8503000:0:16,8503000:0:5,0
8503000:0:16,8503000:0:6,0
8503000:0:16,8503000:0:7,0
8503000:0:16,8503000:0:8,0
8503000:0:16,8503000:0:9,0
8503000:0:16,8503000P,0
8503000:0:16,8503088:0,155
8503000:0:16,8503088:0:21,155
8503000:0:16,8503088:0:22,155
8503000:0:16,8503088P,155
8503000:0:16,8503446,198
8503000:0:16,8503499,532
8503000:0:16,8530822,568
8503000:0:16,8587348,144
8503000:0:16,8587349,211
8503000:0:16,8588078,512
8503000:0:16,8591067,203
8503000:0:16,8591071,534
8503000:0:16,8591174,590
8503000:0:16,8591262,426
8503000:0:16,8591316,518
8503000:0:16,8591327,527
8503000:0:16,8591368,380
8503000:0:16,8591379,392
8503000:0:16,8596126,468
8503000:0:16,Parent8503000,0
8503000:0:16,Parent8503088,134
8503000:0:17,8503000,0
8503000:0:17,8503000:0,0
8503000:0:17,8503000:0:10,0
8503000:0:17,8503000:0:11,0
8503000:0:17,8503000:0:12,0
8503000:0:17,8503000:0:13,0
8503000:0:17,8503000:0:14,0
8503000:0:17,8503000:0:15,0
8503000:0:17,8503000:0:16,0
8503000:0:17,8503000:0:18,0
8503000:0:17,8503000:0:3,0
8503000:0:17,8503000:0:31,0
8503000:0:17,8503000:0:32,0
8503000:0:17,8503000:0:32AB,0
8503000:0:17,8503000:0:32CD,0
8503000:0:17,8503000:0:33,0
8503000:0:17,8503000:0:33AB,0
8503000:0:17,8503000:0:34,0
8503000:0:17,8503000:0:34AB,0
8503000:0:17,8503000:0:4,0
8503000:0:17,8503000:0:41/42,0
8503000:0:17,8503000:0:43/44,0
8503000:0:17,8503000:0:5,0
8503000:0:17,8503000:0:6,0
8503000:0:17,8503000:0:7,0
8503000:0:17,8503000:0:8,0
8503000:0:17,8503000:0:9,0
8503000:0:17,8503000P,0
8503000:0:17,8503088:0,155
8503000:0:17,8503088:0:21,155
8503000:0:17,8503088:0:22,155
8503000:0:17,8503088P,155
8503000:0:17,8503446,198
8503000:0:17,8503499,532
8503000:0:17,8530822,568
8503000:0:17,8587348,144
8503000:0:17,8587349,211
8503000:0:17,8588078,512
8503000:0:17,8591067,203
8503000:0:17,8591071,534
8503000:0:17,8591174,590
8503000:0:17,8591262,426
8503000:0:17,8591316,518
8503000:0:17,8591327,527
8503000:0:17,8591368,380
8503000:0:17,8591379,392
8503000:0:17,8596126,468
8503000:0:17,Parent8503000,0
8503000:0:17,Parent8503088,134
8503000:0:18,8503000,0
8503000:0:18,8503000:0,0
8503000:0:18,8503000:0:10,0
8503000:0:18,8503000:0:11,0
8503000:0:18,8503000:0:12,0
8503000:0:18,8503000:0:13,0
8503000:0:18,8503000:0:14,0
8503000:0:18,8503000:0:15,0
8503000:0:18,8503000:0:16,0
8503000:0:18,8503000:0:17,0
8503000:0:18,8503000:0:3,0
8503000:0:18,8503000:0:31,0
8503000:0:18,8503000:0:32,0
8503000:0:18,8503000:0:32AB,0
8503000:0:18,8503000:0:32CD,0
8503000:0:18,8503000:0:33,0
8503000:0:18,8503000:0:33AB,0
8503000:0:18,8503000:0:34,0
8503000:0:18,8503000:0:34AB,0
8503000:0:18,8503000:0:4,0
8503000:0:18,8503000:0:41/42,0
8503000:0:18,8503000:0:43/44,0
8503000:0:18,8503000:0:5,0
8503000:0:18,8503000:0:6,0
8503000:0:18,8503000:0:7,0
8503000:0:18,8503000:0:8,0
8503000:0:18,8503000:0:9,0
8503000:0:18,8503000P,0
8503000:0:18,8503088:0,155
8503000:0:18,8503088:0:21,155
8503000:0:18,8503088:0:22,155
8503000:0:18,8503088P,155
8503000:0:18,8503446,198
8503000:0:18,8503499,532
8503000:0:18,8530822,568
8503000:0:18,8587348,144
8503000:0:18,8587349,211
8503000:0:18,8588078,512
8503000:0:18,8591067,203
8503000:0:18,8591071,534
8503000:0:18,8591174,590
8503000:0:18,8591262,426
8503000:0:18,8591316,518
8503000:0:18,8591327,527
8503000:0:18,8591368,380
8503000:0:18,8591379,392
8503000:0:18,8596126,468
8503000:0:18,Parent8503000,0
8503000:0:18,Parent8503088,134
8503000:0:3,8503000,0
8503000:0:3,8503000:0,0
8503000:0:3,8503000:0:10,0
8503000:0:3,8503000:0:11,0
8503000:0:3,8503000:0:12,0
8503000:0:3,8503000:0:13,0
8503000:0:3,8503000:0:14,0
8503000:0:3,8503000:0:15,0
8503000:0:3,8503000:0:16,0
8503000:0:3,8503000:0:17,0
8503000:0:3,8503000:0:18,0
8503000:0:3,8503000:0:31,0
8503000:0:3,8503000:0:32,0
8503000:0:3,8503000:0:32AB,0
8503000:0:3,8503000:0:32CD,0
8503000:0:3,8503000:0:33,0
8503000:0:3,8503000:0:33AB,0
8503000:0:3,8503000:0:34,0
8503000:0:3,8503000:0:34AB,0
8503000:0:3,8503000:0:4,0
8503000:0:3,8503000:0:41/42,0
8503000:0:3,8503000:0:43/44,0
8503000:0:3,8503000:0:5,0
8503000:0:3,8503000:0:6,0
8503000:0:3,8503000:0:7,0
8503000:0:3,8503000:0:8,0
8503000:0:3,8503000:0:9,0
8503000:0:3,8503000P,0
8503000:0:3,8503088:0,155
8503000:0:3,8503088:0:21,155
8503000:0:3,8503088:0:22,155
8503000:0:3,8503088P,155
8503000:0:3,8503446,198
8503000:0:3,8503499,532
8503000:0:3,8530822,568
8503000:0:3,8587348,144
8503000:0:3,8587349,211
8503000:0:3,8588078,512
8503000:0:3,8591067,203
8503000:0:3,8591071,534
8503000:0:3,8591174,590
8503000:0:3,8591262,426
8503000:0:3,8591316,518
8503000:0:3,8591327,527
8503000:0:3,8591368,380
8503000:0:3,8591379,392
8503000:0:3,8596126,468
8503000:0:3,Parent8503000,0
8503000:0:3,Parent8503088,134
8503000:0:31,8503000,0
8503000:0:31,8503000:0,0
8503000:0:31,8503000:0:10,0
8503000:0:31,8503000:0:11,0
8503000:0:31,8503000:0:12,0
8503000:0:31,8503000:0:13,0
8503000:0:31,8503000:0:14,0
8503000:0:31,8503000:0:15,0
8503000:0:31,8503000:0:16,0
8503000:0:31,8503000:0:17,0
8503000:0:31,8503000:0:18,0
8503000:0:31,8503000:0:3,0
8503000:0:31,8503000:0:32,0
8503000:0:31,8503000:0:32AB,0
8503000:0:31,8503000:0:32CD,0
8503000:0:31,8503000:0:33,0
8503000:0:31,8503000:0:33AB,0
8503000:0:31,8503000:0:34,0
8503000:0:31,8503000:0:34AB,0
8503000:0:31,8503000:0:4,0
8503000:0:31,8503000:0:41/42,0
8503000:0:31,8503000:0:43/44,0
8503000:0:31,8503000:0:5,0
8503000:0:31,8503000:0:6,0
8503000:0:31,8503000:0:7,0
8503000:0:31,8503000:0:8,0
8503000:0:31,8503000:0:9,0
8503000:0:31,8503000P,0
8503000:0:31,8503088:0,155
8503000:0:31,8503088:0:21,155
8503000:0:31,8503088:0:22,155
8503000:0:31,8503088P,155
8503000:0:31,8503446,198
8503000:0:31,8503499,532
8503000:0:31,8530822,568
8503000:0:31,8587348,144
8503000:0:31,8587349,211
8503000:0:31,8588078,512
8503000:0:31,8591067,203
8503000:0:31,8591071,534
8503000:0:31,8591174,590
8503000:0:31,8591262,426
8503000:0:31,8591316,518
8503000:0:31,8591327,527
8503000:0:31,8591368,380
8503000:0:31,8591379,392
8503000:0:31,8596126,468
8503000:0:31,Parent8503000,0
8503000:0:31,Parent8503088,134
8503000:0:32,8503000,0
8503000:0:32,8503000:0,0
8503000:0:32,8503000:0:10,0
8503000:0:32,8503000:0:11,0
8503000:0:32,8503000:0:12,0
8503000:0:32,8503000:0:13,0
8503000:0:32,8503000:0:14,0
8503000:0:32,8503000:0:15,0
8503000:0:32,8503000:0:16,0
8503000:0:32,8503000:0:17,0
8503000:0:32,8503000:0:18,0
8503000:0:32,8503000:0:3,0
8503000:0:32,8503000:0:31,0
8503000:0:32,8503000:0:32AB,0
8503000:0:32,8503000:0:32CD,0
8503000:0:32,8503000:0:33,0
8503000:0:32,8503000:0:33AB,0
8503000:0:32,8503000:0:34,0
8503000:0:32,8503000:0:34AB,0
8503000:0:32,8503000:0:4,0
8503000:0:32,8503000:0:41/42,0
8503000:0:32,8503000:0:43/44,0
8503000:0:32,8503000:0:5,0
8503000:0:32,8503000:0:6,0
8503000:0:32,8503000:0:7,0
8503000:0:32,8503000:0:8,0
8503000:0:32,8503000:0:9,0
8503000:0:32,8503000P,0
8503000:0:32,8503088:0,155
8503000:0:32,8503088:0:21,155
8503000:0:32,8503088:0:22,155
8503000:0:32,8503088P,155
8503000:0:32,8503446,198
8503000:0:32,8503499,532
8503000:0:32,8530822,568
8503000:0:32,8587348,144
8503000:0:32,8587349,211
8503000:0:32,8588078,512
8503000:0:32,8591067,203
8503000:0:32,8591071,534
8503000:0:32,8591174,590
8503000:0:32,8591262,426
8503000:0:32,8591316,518
8503000:0:32,8591327,527
8503000:0:32,8591368,380
8503000:0:32,8591379,392
8503000:0:32,8596126,468
8503000:0:32,Parent8503000,0
8503000:0:32,Parent8503088,134
8503000:0:32AB,8503000,0
8503000:0:32AB,8503000:0,0
8503000:0:32AB,8503000:0:10,0
8503000:0:32AB,8503000:0:11,0
8503000:0:32AB,8503000:0:12,0
8503000:0:32AB,8503000:0:13,0
8503000:0:32AB,8503000:0:14,0
8503000:0:32AB,8503000:0:15,0
8503000:0:32AB,8503000:0:16,0
8503000:0:32AB,8503000:0:17,0
8503000:0:32AB,8503000:0:18,0
8503000:0:32AB,8503000:0:3,0
8503000:0:32AB,8503000:0:31,0
8503000:0:32AB,8503000:0:32,0
8503000:0:32AB,8503000:0:32CD,0
8503000:0:32AB,8503000:0:33,0
8503000:0:32AB,8503000:0:33AB,0
8503000:0:32AB,8503000:0:34,0
8503000:0:32AB,8503000:0:34AB,0
8503000:0:32AB,8503000:0:4,0
8503000:0:32AB,8503000:0:41/42,0
8503000:0:32AB,8503000:0:43/44,0
8503000:0:32AB,8503000:0:5,0
8503000:0:32AB,8503000:0:6,0
8503000:0:32AB,8503000:0:7,0
8503000:0:32AB,8503000:0:8,0
8503000:0:32AB,8503000:0:9,0
8503000:0:32AB,8503000P,0
8503000:0:32AB,8503088:0,155
8503000:0:32AB,8503088:0:21,155
8503000:0:32AB,8503088:0:22,155
8503000:0:32AB,8503088P,155
8503000:0:32AB,8503446,198
8503000:0:32AB,8503499,532
8503000:0:32AB,8530822,568
8503000:0:32AB,8587348,144
8503000:0:32AB,8587349,211
8503000:0:32AB,8588078,512
8503000:0:32AB,8591067,203
8503000:0:32AB,8591071,534
8503000:0:32AB,8591174,590
8503000:0:32AB,8591262,426
8503000:0:32AB,8591316,518
8503000:0:32AB,8591327,527
8503000:0:32AB,8591368,380
8503000:0:32AB,8591379,392
8503000:0:32AB,8596126,468
8503000:0:32AB,Parent8503000,0
8503000:0:32AB,Parent8503088,134
8503000:0:32CD,8503000,0
8503000:0:32CD,8503000:0,0
8503000:0:32CD,8503000:0:10,0
8503000:0:32CD,8503000:0:11,0
8503000:0:32CD,8503000:0:12,0
8503000:0:32CD,8503000:0:13,0
8503000:0:32CD,8503000:0:14,0
8503000:0:32CD,8503000:0:15,0
8503000:0:32CD,8503000:0:16,0
8503000:0:32CD,8503000:0:17,0
8503000:0:32CD,8503000:0:18,0
8503000:0:32CD,8503000:0:3,0
8503000:0:32CD,8503000:0:31,0
8503000:0:32CD,8503000:0:32,0
8503000:0:32CD,8503000:0:32AB,0
8503000:0:32CD,8503000:0:33,0
8503000:0:32CD,8503000:0:33AB,0
8503000:0:32CD,8503000:0:34,0
8503000:0:32CD,8503000:0:34AB,0
8503000:0:32CD,8503000:0:4,0
8503000:0:32CD,8503000:0:41/42,0
8503000:0:32CD,8503000:0:43/44,0
8503000:0:32CD,8503000:0:5,0
8503000:0:32CD,8503000:0:6,0
8503000:0:32CD,8503000:0:7,0
8503000:0:32CD,8503000:0:8,0
8503000:0:32CD,8503000:0:9,0
8503000:0:32CD,8503000P,0
8503000:0:32CD,8503088:0,155
8503000:0:32CD,8503088:0:21,155
8503000:0:32CD,8503088:0:22,155
8503000:0:32CD,8503088P,155
8503000:0:32CD,8503446,198
8503000:0:32CD,8503499,532
8503000:0:32CD,8530822,568
8503000:0:32CD,8587348,144
8503000:0:32CD,8587349,211
8503000:0:32CD,8588078,512
8503000:0:32CD,8591067,203
8503000:0:32CD,8591071,534
8503000:0:32CD,8591174,590
8503000:0:32CD,8591262,426
8503000:0:32CD,8591316,518
8503000:0:32CD,8591327,527
8503000:0:32CD,8591368,380
8503000:0:32CD,8591379,392
8503000:0:32CD,8596126,468
8503000:0:32CD,Parent8503000,0
8503000:0:32CD,Parent8503088,134
8503000:0:33,8503000,0
8503000:0:33,8503000:0,0
8503000:0:33,8503000:0:10,0
8503000:0:33,8503000:0:11,0
8503000:0:33,8503000:0:12,0
8503000:0:33,8503000:0:13,0
8503000:0:33,8503000:0:14,0
8503000:0:33,8503000:0:15,0
8503000:0:33,8503000:0:16,0
8503000:0:33,8503000:0:17,0
8503000:0:33,8503000:0:18,0
8503000:0:33,8503000:0:3,0
8503000:0:33,8503000:0:31,0
8503000:0:33,8503000:0:32,0
8503000:0:33,8503000:0:32AB,0
8503000:0:33,8503000:0:32CD,0
8503000:0:33,8503000:0:33AB,0
8503000:0:33,8503000:0:34,0
8503000:0:33,8503000:0:34AB,0
8503000:0:33,8503000:0:4,0
8503000:0:33,8503000:0:41/42,0
8503000:0:33,8503000:0:43/44,0
8503000:0:33,8503000:0:5,0
8503000:0:33,8503000:0:6,0
8503000:0:33,8503000:0:7,0
8503000:0:33,8503000:0:8,0
8503000:0:33,8503000:0:9,0
8503000:0:33,8503000P,0
8503000:0:33,8503088:0,155
8503000:0:33,8503088:0:21,155
8503000:0:33,8503088:0:22,155
8503000:0:33,8503088P,155
8503000:0:33,8503446,198
8503000:0:33,8503499,532
8503000:0:33,8530822,568
8503000:0:33,8587348,144
8503000:0:33,8587349,211
8503000:0:33,8588078,512
8503000:0:33,8591067,203
8503000:0:33,8591071,534
8503000:0:33,8591174,590
8503000:0:33,8591262,426
8503000:0:33,8591316,518
8503000:0:33,8591327,527
8503000:0:33,8591368,380
8503000:0:33,8591379,392
8503000:0:33,8596126,468
8503000:0:33,Parent8503000,0
8503000:0:33,Parent8503088,134
8503000:0:33AB,8503000,0
8503000:0:33AB,8503000:0,0
8503000:0:33AB,8503000:0:10,0
8503000:0:33AB,8503000:0:11,0
8503000:0:33AB,8503000:0:12,0
8503000:0:33AB,8503000:0:13,0
8503000:0:33AB,8503000:0:14,0
8503000:0:33AB,8503000:0:15,0
8503000:0:33AB,8503000:0:16,0
8503000:0:33AB,8503000:0:17,0
8503000:0:33AB,8503000:0:18,0
8503000:0:33AB,8503000:0:3,0
8503000:0:33AB,8503000:0:31,0
8503000:0:33AB,8503000:0:32,0
8503000:0:33AB,8503000:0:32AB,0
8503000:0:33AB,8503000:0:32CD,0
8503000:0:33AB,8503000:0:33,0
8503000:0:33AB,8503000:0:34,0
